wikidata_id,orgid,organization,code,division,department,email
,123997,Atatürk Üniversitesi,ATA,Fen Fakültesi,,
,124460,Ege Üniversitesi,IZEF,Eczacilik Fakültesi,Farmasötik Botanik Kürsüsü,
,125231,Massey University,MPN,Institute of Fundamental Sciences,,j.tate@massey.ac.nz
,126631,University of Canterbury,CANU,,School of Biological Sciences,
,250906,Hunan University of Science and Technology,HUNST,,,yuanxin201489@126.com
,167459,Institut National pour l'Etude et la Recherche  Agronomiques,MLGU,,,balolacharles@yahoo.fr
,124279,Christchurch Botanic Gardens,CHBG,,,
,250058,Research Station of Medicinal Plants of the Institute of Agroecology and Economy of Natural Resources,LBE,,,"ukrvilar@ukr.net
L256@ukr.net"
,124683,Hacettepe University,HUB,Faculty of Science,Botany Department,barisoz@hacettepe.edu.tr
,124660,Guangxi Institute of Traditional Medical and Pharmaceutical Sciences,GXMI,,,
,125428,Institute for Biology of National Academy of Sci.,FRU,,,glazkov1963@mail.ru
,125859,Samara University,SMR,Faculty of Biology,"Department for Ecology, Botany and Nature Protection",kalashnikova.samara@mail.ru
,123989,Armenian Institute for the Scientific Investigation of Cattle Breeding and Veterinary,AISIY,,Department of Meadows and Pastures,
,123874,Abovian Pedagogical Institute,APIY,,Botany Department,
,124079,Botanical Garden of the Armenian Academy of Sciences,BGAAS,,Flora and Vegetation Department,
,124851,Institute of Botany of the National Academy of Sciences of Armenia,EREM,,Mycology Department,
,124592,Instituto SENAI de Tecnologia em Meio Ambiente,HXBH,,,smeyer@fiemg.com.br
,126690,University of Jyväskylä,JYV,Museum,Section of Natural Sciences,tanja.koskela@jyu.fi
,123928,Albany Museum,GRA,,,t.dold@ru.ac.za
,126982,Warwickshire Museum,WARMS,,Natural History Department,
,125397,Museum zu Allerheiligen,SCH,Naturhistorische Abteilung,,urs.weibel@stsh.ch
,124614,Bath Royal Literary and Scientific Institution,BATHG,,,
,124338,"Cook College, Rutgers University",RUTPP,,Plant Pathology Department,
,153707,Reed College,REED,,Biology Department,kkaroly@reed.edu
,161641,Hazara University Mansehra,HUP,KP,Department of Botany,"janalamkuh@yahoo.com, abdulmajidhu@gmail.com"
,126638,University of Charleston,MVC,Morris Harvey Division of Arts and Sciences,Natural Sciences Department,
,124705,Harold Porter National Botanical Garden,GHPG,,,
,126560,Université Paul Sabatier,TL,,Service commun d'études et de conservation des collections patrimoniales,paul.seimandi@univ-tlse3.fr
,175421,Lake Forest College,ETL,,,"vaj2112@tc.columbia.edu
herbarium@lakeforest.edu"
,161929,Botanical Survey of India,BSID,Deccan Regional Centre,,bsi_ deccancircle@rediffmail.com
,126506,University of  Leipzig,LZ,Institute of Biology,Department of Molecular Evolution and Plant Systematics,
,124976,Georgian National Museum,TGM,,,herbarium@museum.ge
,125778,"Reserva Natural da Vale, Meio Ambiente",CVRD,,,
,126402,Universidad Nacional de La Libertad-Trujillo,HUT,,,herbariumhut@unitru.edu.pe
,126068,St. John's University/College of Saint Benedict,CSB,,c/o Biology Department,
,124224,Centre for Ecology and Hydrology,ABRN,,,
,126650,University of Dundee,DUE,School of Biological Sciences,,museum@dundee.ac.uk
,126498,Universität Göttingen,GOET,Albrecht von Haller Institute of Plant Sciences,Department of Systematic Botany,marc.appelhans@biologie.uni-goettingen.de
,126393,Universidad Nacional de Colombia,COL,Instituto de Ciencias Naturales,,herbacol_fcbog@unal.edu.co
,125435,South African National Biodiversity Institute,NBG,,,"a.magee@sanbi.org.za
magee.compton@gmail.com"
,124138,Buffalo Museum of Science,BUF,,,
,124384,Delta State University,DSC,,Biological Sciences Department,
,125744,Quaid-I-Azam University,ISL,,Department of Plant Sciences,mushtaqflora@hotmail.com
,126614,University of Burdwan,BURD,,Botany Department,hod@bot.buruniv.ac.in
,126070,Indian Institute of Science (IISc),JCB,Center for Ecological Sciences,,herbarium@ces.iisc.ernet.in
,125235,McGregor Museum,KMG,,,enquiries@museumsnc.co.za
,126795,"University of Puerto Rico, Mayagüez Campus",MAPR,,Biology Department,benjamin.vanee@upr.edu
,148028,Islamic Azad University of Mashhad,IAUM,Faculty of Science,Department of Biology,herbarium@mshdiau.ac.ir
,143770,Universidade Federal Rural do Semi-Árido,MOSS,,,herbario@ufersa.edu.br
,125642,"Institute of Forest Genetics, Pacific Southwest Research Station, USDA Forest Service",IFGP,,,jessicawwright@fs.fed.us
,126480,Universität Bielefeld,BIEL,Fakultät für Biologie,Abteilung Ökologie,
,125347,Museo Nacional de Historia Natural,SGO,Sección Botánica,,
,126139,Texas A&M University,TAMU,,Biology Department,
,126937,Vassar College,VAS,,Biology Department,
,126533,Université de Montréal,MT,Institut de recherche en biologie végétale,,
,125736,Purdue University,PUR,,Department of Botany and Plant Pathology,herbaria@purdue.edu
,125735,Purdue University,PUL,,Department of Botany and Plant Pathology,herbaria@purdue.edu
,125479,"National University of Ireland, Galway",GALW,,"Botany and Plant Science, and Ryan institute",
,126518,Université Catholique de Louvain,MUCL,Earth and Life Institute,,
,126572,Aarhus University,AAU,,Science  Museums,finn.borchsenius@biology.au.dk
,125669,The Pennsylvania State University,PAC,,Biology Department,
,126291,University of the Basque Country (UPV/EHU),BIO,Faculty of Science and Technology,,meme.herrera@ehu.es
,126226,Universidad Autónoma de Aquascalientes,HUAA,Centro de Ciencias Básicas,Departamento de Biología,jmartinr@correo.uaa.mx
,124271,The Chinese University of Hong Kong,CUHK,,School of Life Sciences,lautaiwai@cuhk.edu.hk
,123893,"Natural History Museum and Botanical Garden, University of Agder",KMN,,Botany Department,per.arvid.aasen@uia.no
,124811,Indiana University of Pennsylvania,IUP,,Biology Department,mtyree@iup.edu
,150039,Kandalaksha State Nature Reserve,KAND,,,mnk_umba@mail.ru
,126419,Universidad Nacional de San Luis,UNSL,"Facultad de Química, Bioquímica y Farmacia",,"lvitto@unsl.edu.ar
luisdelvitto31@gmail.com"
,124975,James Madison University,JMUH,,Department of Biology,mcmullck@jmu.edu
,139939,Naturhistorische Gesellschaft Nürnberg e.V.,NHG,,Abteilung Botanik,botanik@nhg-nuernberg.de
,124875,INRES - Institute for Crop Science and Resource Conservation,NHV,Plant Nutrition - Vegetation Ecology Group,,moeseler@uni-bonn.de
,126266,Universidad de Córdoba,COFC,Facultad de Ciencias,Departamento de Biología Vegetal,herbario_cofc@uco.es
,124179,Canadian Forest Service - Atlantic,CDFN,Natural Resources Canada,,
,125637,"Pacific Forestry Centre, Canadian Forest Service",DAVFP,Natural Resources Canada,,
,126740,University of Mississippi,MISS,,Department of Biology,bymccook@olemiss.edu
,126860,University of the Sciences,PHIL,,Biological Sciences Department,
,147136,Near East University,NEUN,,,herbarium@neu.edu.tr
,223950,Vietnam National Museum of Nature,VNMN,Vietnam Academy of Science and Technology,,phamthai@vnmn.vast.vn
,125555,"Northern Prairie Research Center, U.S. Department of the Interior, U.S. Geological Survey, Biological Resource Division",NPWRC,,,msolensky@usgs.gov
,126926,"U.S. National Fungus Collections, USDA-ARS",BPI,USDA-ARS Systematic Mycology and Microbiology Laboratory,,HerbariumBPI@ars.usda.gov
,101817,Sir Harold Hillier Gardens,HILL,,,barry.clarke@hants.gov.uk
,126264,Universidad de Concepción,CONC,,Departamento de Botánica,rrodrigu@udec.cl
,126456,Department of Life Sciences,TSB,,,
,124567,Senckenberg Gesellschaft für Naturforschung: Senckenberg Forschungsinstitut und Naturmuseum,FR,,,georg.zizka@senckenberg.de
,124357,Croatian Mycological Society,CNF,,,armin.mesic@zg.t-com.hr
,124573,Foundation for Revitalisation of Local Health Traditions,FRLH,,Research Department,
,139291,Universidad Pública de Navarra,UPNA,,Departamento de Ciencias del Medio Natural,herbarium@unavarra.es
,145096,Museo Civico de Storia Naturale di Piacenza,MSPC,,,
,125528,Niagara Parks Botanical Gardens and School of Horticulture,NFO,,,lfast@niagaraparks.com
,37474,"University of Washington Botanic Gardens, College of Forest Resources",WTUH,,,hydeherb@u.washington.edu
,125375,Museum für Naturkunde,BHUPM,Naturhistorisches Forschungsinstitut,Institut für Paläontologie,
,126599,Altai State University,ALTB,South-Siberian Botanical Garden,,bot@asu.ru
,125293,Moravian Museum,BRNM,,Botany Department,ksutory@mzm.cz
,124712,Harvard University,FH,,,
,125010,South Moravian Museum in Znojmo,MZ,,Department of Botany,
,124335,"Conservatoire et Jardins Botaniques de Nancy, Université de Nancy I",NCY,,,
,125295,"Morris Arboretum, University of Pennsylvania",MOAR,,Botany Department,
,126903,University of Wisconsin,UWM,,Biological Sciences Department,
,126125,"Tea Research Institute, Chinese Academy of Agricultural Sciences",TEA,,,"tbtri@mail.hz.zj.cn
liangchen@mail.tricaas.com"
,126312,Universidad de Santiago de Compostela,SANT,Facultade de Farmacia,,sant.herbarium@gmail.com
,126722,University of Manchester,MANCH,Manchester Museum,,
,126298,Universidad de Málaga,MGC,Facultad de Ciencias,Departamento de Biología Vegetal,herbariomgc@uma.es
,125234,"McGill University, Macdonald Campus",MTMG,,Plant Science Department,marcia.waterway@mcgill.ca
,124067,"Bolton Museum, Art Gallery and Aquarium",BON,Collections Services,,
,125039,Karl-Franzens-Universität Graz,GZU,Institut für Pflanzenwissenschaften (Institute for Plant Sciences),,
,152990,Jardim Botânico Plantarum,HPL,,,plantarum@plantarum.orhg.br
,126461,Università degli Studi di Cagliari,CAG,,Dipartimento de Scienze Botaniche e Orto Botanico,dipscbot@unica.it
,125805,Botanical Garden of the Southern Federal University,RWBG,,,
,125969,"Slezské zemské museum Opava, Arboretum Nový Dvůr",AND,,,
,126867,"University of the West Indies, Mona",UCWI,,Department of Life Sciences,
,125284,Southern Federal University,RV,,Department of Botany,
,124918,INIA (Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria),MAIA,,,"pardos@inia.es
calleja@inia.es"
,124584,Natuurmuseum Fryslân,FNM,,,info@natuurmuseumfryslan.nl
,125021,Museum of Wimbledon,JESW,,,collections@wimbledonmuseum.org.uk
,123976,Los Angeles County Arboretum & Botanic Garden,LASCA,,,
,140247,"Estación de Investigaciones Marinas de Margarita, Fundación La Salle de Ciencias Naturales",MOBR,,"Dpto. Biología Marina, Museo Oceanológico Hermano Benigno Román, Ficoteca",
,125246,Miami University,MU,,Department of Biology,vincenma@miamioh.edu
,125349,Museo Regionale di Scienze Naturali,MRSN,Sezione Botanica,,
,125463,National Museum Wales,NMW,,Natural Sciences Department,
,126418,Museo de Ciencias Naturales de Salta,MCNS,,,herbariomcns@gmail.com
,124476,Emporia State University,KSTC,Biological Sciences Division,,
,126723,University of Manitoba,WIN,,Department of Biological Sciences,
,256935,Florida International University,ICTB,International Center for Tropical Botany,Biological Sciences,tropics@fiu.edu
,127078,Yanka Kupala Grodno State University,GRSU,Faculty of Biology and Ecology,Department of Botany,
,123882,Academy of Natural Sciences,PH,,Botany Department,ans_ph_herbarium@drexel.edu
,125831,"Natural History Museum, port RIJEKA",ADRZ,,Department of Biology and Genetics,azlovric@irb.hr
,125344,Museo Nacional de Historia Natural,GUAT,,,
,126324,Universidade de São Paulo,SPB,Faculty of Pharmacy and Biochemistry,,
,244336,Pontificia Universidad Catolica del Ecuador,QCAM,,,meordonez@puce.edu.ec
,167452,The Falkland Islands National Herbarium,FINH,,,l.marsh@horizon.co.fk
,125552,Northern Illinois University,DEK,,Biological Sciences Department,
,126033,Správa Krkonošského národního parku,KM,Krkonošské muzeum,,jsimurda@krnap.cz
,126725,University of Maryland,MARY,,,mneel@umd.edu
,125181,Louisiana State University,LSUM,,Biological Sciences Department,"llagomarsino1@lsu.edu
jkluse@lsu.edu"
,126195,Tulane University,NO,,Department of Ecology and Evolutionary Biology,"llagomarsino1@lsu.edu
jkluse@lsu.edu"
,125180,Louisiana State University,LSU,,Biological Sciences Department,llagomarsino1@lsu.edu
,125709,Pontificia Universidad Católica del Ecuador,QCA,,Departamento de Biología,kromoleroux@puce.edu.ec
,124593,Fundação Estadual de Pesquisa Agropecuária,BLA,,,gilson-schlindwein@fepagro.rs.gov.br
,126792,Nelson Mandela University,PEU,,Department of Botany,eileen.campbell@mandela.ac.za
,124848,"Institute of Botany, Chinese Academy of Sciences",PE,,,zry@ibcas.ac.cn
,138656,National Institute of Biological Resources,KB,,Korean Biological Resources,bylee80@korea.kr
,126843,University of Texas at Austin,TEX,,,tex.ll@austin.utexas.edu
,124448,Eastern Oregon University,EOSC,,Biology Department,kantell@eou.edu
,124581,"Friday Harbor Laboratories, University of Washington",FHL,,,dduggins@u.washington.edu
,144285,Buryat State University,UUDE,,Department of Botany,herbarium@bsu.ru
,143849,Universidade do Sul de Santa Catarina,SRS,,Botany-Agronomy,herbario@unisul.br
,240327,Universidade Federal do ABC,HUFABC,Centro de Ciências Naturais e Humanas,,hufabc@ufabc.edu.br
,149677,Muhimbili University of Health and Allied Sciences,ITMH,,Institute of Traditional Medicine,ditm@muchs.ac.tz
,125299,M. V. Lomonosov Moscow State University,MWG,Faculty of Geography,Department of Biogeography,
,126019,"Southern Research Station, USDA Forest Service",SFRP,Kisatchie National Forest,,davemoore@fs.fed.us
,125557,North Museum of Natural History and Science,FMC,,,
,252402,"Israel Oceanographic & Limnological Research, Ltd. The National Institute of Oceanography",IOLR,Seaweeds Laboratory,Marine Biology & Biotechnology,alvaro@ocean.org.il
,126272,Universidad de Granada,GDA,,,herbario@ugr.es
,124979,Jardim Botânico da Madeira,MADJ,,,
,123931,The College of Idaho,CIC,,Biology Department,dmansfield@collegeofidaho.edu
,124004,Austin Peay State University,APSC,,Biology Department,estesl@apsu.edu
,126374,Universidade Federal Rural do Rio de Janeiro,UFRJ,Laboratório Oficial de Diagnóstico Fitossanitário,,
,155799,Southern Cross University,PHARM,,,herbarium@scu.edu.au
,124714,New England Botanical Club,NEBC,,,nebc@rhodora.org
,124328,Connecticut Agricultural Experiment Station,NHES,,Entomology Department,113241@po.state.ct.us
,123881,Academy of Natural Sciences,ANSP,,,Potapova@ansp.org
,124083,"Botanical Museum, University of Oslo",O,,Natural History Museum,
,124341,Cornell University,BH,,Department of Plant Biology,herbarium@cornell.edu
,125076,Korea National Arboretum,KH,,,natu17@korea.kr
,125408,Muzeum Východních Cech,HR,,,v.samkova@muzeumhk.cz
,126986,Washington State University,WSP,,Plant Pathology Department,rogers@wsu.edu
,226554,Research Center for the Conservation of Natural Resources (University) and Phu An Botanic Gardens,PBB,,,mhg286@gmail.com
,125628,Ostravské muzeum,OSM,Botanické oddelení,,rozbrojova@ostrmuz.cz
,126666,University of Guelph,OAC,,Biodiversity Centre of Ontario,botcal@uoguelph.ca
,81659,"Natural History Museum of Crete, University of Crete",NHMC,,Department of Botany,avram@nhmc.uoc.gr
,127063,"Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences",XJBI,,,luckfy@ms.xjb.ac.cn
,125476,National Taiwan University,TAI,College of Life Science,,jmhu@ntu.edu.tw
,126238,Universidad Autónoma de San Luis Potosí,SLPM,,Instituto de Investigación de Zonas Desérticas,slpmherbario@uaslp.mx
,124930,Instituto Politécnico Nacional,ENCB,Escuela Nacional de Ciencias Biológicas,Departamento de Botánica,rfernan@ipn.mx
,125085,Kuopio Natural History Museum,KUO,,,pertti.renvall@kuopio.fi
,126284,Universidad del Cauca,CAUP,Museo de Historia Natural,,branly@unicauca.edu.co
,125113,Landesmuseum für Kärnten,KL,Kärntner Botanikzentrum,,kbz@landesmuseum.ktn.gv.at
,125913,Shanghai Normal University,SHTU,,,gsg@shnu.edu.cn
,225895,Korea Polar Research Institute,KOPRI,,,hchoi82@kopri.re.kr
,126660,University of Georgia,GA,,Plant Biology Department,ugaherb@plantbio.uga.edu
,102972,Musée des Confluences,CCEC,,Centre de Conservation et d'Etude des Collections,cedric.audibert@museedesconfluences.fr
,126449,Università degli Studi di Napoli Federico II,PORUN,,Dipartimento di Agraria,adriano.stinca@unina.it
,126014,Southern Illinois University,SIU,,Plant Biology Department,ngarwood@plant.siu.edu
,126428,Universidad Pedogógica y Tecnológica de Colombia,UPTC,Facultad de Ciencias,Escuela de Ciencias Biológicas,herbario@uptc.edu.co
,67867,Universidad Autónoma de Yucatán,UADY,Campus de Ciencias Biológicas y Agropecuarias,Departamento de Botánica,tgarrido@correo.uady.mx
,127003,Western Kentucky University,WKU,,Department of Biology,lawrence.alice@wku.edu
,125884,Selçuk Üniversitesi,KNYA,Fen-Edebiyat Fakültesi,Biyoloji Bölümü,otugay@selcuk.edu.tr
,126494,Universität Erlangen-Nürnberg,ER,Department Biologie,Lehrstuhl für Molekulare Pflanzenphysiologie,wnezadal@biologie.uni-erlangen.de
,125107,Lamar University,LAMU,,Biology Department,
,125338,Natural History Museum,FI,Botanical Section,,"mustonat.bot@unifi.it
musbot@unifi.it"
